timestamp,temperature_c,humidity_pct,pressure_hpa,rainfall_mm
3h 20m 0s,26.1,65.3,976.7,0.0000
3h 25m 0s,26.1,65.4,976.7,0.0000
3h 30m 0s,26.2,65.4,976.6,0.0000
3h 35m 0s,26.2,65.5,976.6,0.0000
3h 40m 0s,26.2,65.4,976.6,0.0000
3h 45m 0s,26.2,65.4,976.5,0.0000
3h 50m 0s,26.2,65.3,976.4,0.0000
3h 55m 0s,26.2,65.3,976.3,0.0000
4h 0m 0s,26.2,65.2,976.2,0.0000
4h 5m 0s,26.3,65.1,976.2,0.0000
4h 10m 0s,26.3,65.0,976.1,0.0000
4h 15m 0s,26.3,65.0,976.0,0.0000
4h 20m 0s,26.3,65.0,976.1,0.0000
4h 25m 0s,26.3,64.9,976.0,0.0000
4h 30m 0s,26.3,65.1,976.0,0.0000
4h 35m 0s,26.3,65.1,976.0,0.2794
4h 40m 0s,26.3,65.1,976.0,0.0000
4h 45m 0s,26.3,65.2,976.0,0.0000
4h 50m 0s,26.4,65.2,975.9,0.0000
4h 55m 0s,26.4,65.1,975.9,0.0000
5h 0m 0s,26.4,65.1,976.1,0.0000
5h 5m 0s,26.7,64.2,976.0,0.0000
5h 10m 0s,26.8,63.9,976.0,0.0000
5h 15m 0s,26.8,63.9,975.9,0.0000
5h 20m 0s,26.8,64.0,975.9,0.0000
5h 25m 0s,26.8,63.9,975.9,0.0000
5h 30m 0s,26.9,63.8,975.8,0.0000
5h 35m 0s,26.9,63.7,975.9,0.0000
5h 40m 0s,26.9,63.8,975.7,0.0000
5h 45m 0s,26.9,63.8,975.7,0.0000
5h 50m 0s,26.9,64.0,975.6,0.0000
5h 55m 0s,26.9,63.9,975.7,0.0000
6h 0m 0s,26.6,64.9,975.9,0.0000
6h 5m 0s,26.6,65.0,975.6,0.0000
6h 10m 0s,26.6,65.2,975.9,0.0000
6h 15m 0s,26.6,65.2,975.9,0.2794
6h 20m 0s,26.6,65.4,976.1,0.0000
6h 25m 0s,26.6,65.3,976.1,0.0000
6h 30m 0s,26.7,65.3,976.2,0.0000
6h 35m 0s,26.7,65.2,976.4,0.0000
6h 40m 0s,26.7,65.1,976.6,0.0000
6h 45m 0s,26.8,65.1,976.6,0.0000
6h 50m 0s,26.7,65.2,976.6,0.0000
6h 55m 0s,26.7,65.2,976.5,0.0000
7h 0m 0s,26.7,65.2,976.4,0.0000
7h 5m 0s,26.7,65.1,976.4,0.0000
7h 10m 0s,26.6,65.1,976.5,0.0000
7h 15m 0s,26.8,64.7,976.6,0.0000
7h 20m 0s,26.6,65.2,976.5,0.0000
7h 25m 0s,26.7,64.8,976.6,0.0000
7h 30m 0s,26.6,65.2,976.5,0.0000
7h 35m 1s,26.6,65.2,976.7,0.0000
7h 40m 1s,26.6,65.3,976.8,0.0000
7h 45m 1s,26.6,65.3,976.8,0.0000
7h 50m 1s,26.6,65.3,976.9,0.2794
7h 55m 1s,26.7,65.2,976.9,0.0000
8h 0m 1s,26.7,65.1,976.9,0.0000
8h 5m 1s,26.7,65.1,977.0,0.0000
8h 10m 1s,26.1,63.3,977.1,0.0000
8h 15m 1s,25.4,62.3,977.3,0.0000
8h 20m 1s,24.7,62.1,977.4,0.0000
8h 25m 1s,23.9,61.6,977.6,0.0000
8h 30m 1s,23.5,62.3,977.7,0.2794
8h 35m 1s,23.1,62.5,978.0,0.0000
8h 40m 1s,22.9,63.0,978.2,0.0000
8h 45m 1s,22.9,63.3,978.3,0.0000
8h 50m 1s,22.8,63.4,978.3,0.0000
8h 55m 1s,22.6,63.4,978.3,0.2794
9h 0m 1s,22.5,63.5,978.2,0.0000
9h 5m 1s,22.5,63.6,978.3,0.0000
9h 10m 1s,22.5,63.6,978.4,0.0000
9h 15m 1s,22.4,63.7,978.6,0.2794
9h 20m 1s,22.4,63.6,978.7,0.0000
9h 25m 1s,22.3,63.2,978.7,0.0000
9h 30m 1s,22.2,62.9,978.7,0.0000
9h 35m 1s,22.1,63.0,978.8,0.0000
9h 40m 1s,22.2,63.1,978.8,0.2794
9h 45m 1s,22.3,63.2,979.0,0.0000
9h 50m 1s,22.4,62.7,979.1,0.0000
9h 55m 1s,22.4,62.5,979.1,0.0000
10h 0m 1s,22.2,62.8,979.2,0.0000
10h 5m 1s,22.4,62.4,979.1,0.0000
10h 10m 1s,22.5,62.5,979.0,0.0000
10h 15m 1s,22.4,62.4,979.1,0.0000
10h 20m 1s,22.5,62.4,979.1,0.0000
10h 25m 1s,22.8,61.5,979.1,0.0000
10h 30m 1s,22.9,61.0,979.0,0.0000
10h 35m 1s,23.1,60.7,979.0,0.0000
10h 40m 1s,23.4,60.6,979.1,0.0000
10h 45m 1s,23.3,60.4,979.3,0.0000
10h 50m 1s,23.5,60.3,979.2,0.0000
10h 55m 1s,23.6,60.0,979.3,0.0000
11h 0m 1s,23.6,59.6,979.5,0.2794
11h 5m 1s,23.6,59.8,979.7,0.0000
11h 10m 1s,23.7,59.4,979.6,0.0000
11h 15m 1s,23.7,59.2,979.8,0.0000
11h 20m 1s,23.8,59.0,979.7,0.0000
11h 25m 1s,24.0,58.8,979.8,0.0000
11h 30m 1s,24.0,58.0,980.0,0.0000
11h 35m 1s,24.2,58.6,980.2,0.0000
11h 40m 1s,24.2,58.3,980.3,0.0000
11h 45m 1s,24.3,58.1,980.4,0.0000
11h 50m 1s,24.1,57.8,980.4,0.0000
11h 55m 1s,24.0,58.1,980.5,0.0000
12h 0m 1s,24.0,58.6,980.6,0.0000
12h 5m 1s,24.0,58.7,980.6,0.0000
12h 10m 1s,23.9,58.6,980.6,0.0000
12h 15m 1s,23.7,59.0,980.8,0.0000
12h 20m 1s,23.7,59.6,980.8,0.0000
12h 25m 1s,23.8,59.5,980.7,0.0000
12h 30m 1s,23.8,59.5,980.8,0.0000
12h 35m 1s,23.9,59.9,980.9,0.0000
12h 40m 1s,23.7,59.8,980.9,0.0000
12h 45m 1s,23.6,59.7,981.1,0.0000
12h 50m 1s,23.5,60.0,981.2,0.0000
12h 55m 1s,23.3,59.8,981.4,0.0000
13h 0m 1s,23.2,60.0,981.5,0.2794
13h 5m 1s,23.3,60.0,981.6,0.0000
13h 10m 1s,23.3,59.9,981.7,0.0000
13h 15m 1s,23.3,60.2,981.9,0.0000
13h 20m 1s,23.4,60.2,982.0,0.0000
13h 25m 1s,23.4,60.0,982.1,0.0000
13h 30m 1s,23.5,60.0,982.2,0.0000
13h 35m 1s,23.7,60.0,982.2,0.0000
13h 40m 1s,23.9,59.4,982.3,0.0000
13h 45m 1s,24.1,59.7,982.4,0.0000
13h 50m 1s,24.2,59.6,982.4,0.2794
13h 55m 1s,24.1,59.0,982.5,0.0000
14h 0m 1s,24.1,59.1,982.5,0.0000
14h 5m 1s,23.9,58.8,982.5,0.0000
14h 10m 1s,23.9,59.0,982.5,0.0000
14h 15m 1s,24.0,58.7,982.5,0.2794
14h 20m 1s,24.0,58.3,982.4,0.0000
14h 25m 1s,24.1,58.0,982.4,0.0000
14h 30m 1s,24.1,58.0,982.4,0.0000
14h 35m 1s,24.3,57.8,982.4,0.2794
14h 40m 1s,24.3,58.1,982.4,0.0000
14h 45m 1s,24.3,58.6,982.5,0.0000
14h 50m 1s,24.1,58.4,982.6,0.0000
14h 55m 1s,24.1,59.2,982.7,0.0000
15h 0m 1s,24.1,58.6,982.8,0.0000
15h 5m 1s,24.4,58.7,982.9,0.0000
15h 10m 1s,24.5,58.4,983.0,0.0000
15h 15m 1s,24.6,58.3,983.1,0.0000
15h 20m 1s,24.6,58.1,983.1,0.0000
15h 25m 1s,24.6,57.9,983.3,0.0000
15h 30m 1s,24.5,58.0,983.3,0.0000
15h 35m 1s,24.4,57.7,983.3,0.0000
15h 40m 1s,24.6,58.3,983.4,0.0000
15h 45m 2s,24.5,57.3,983.4,0.0000
15h 50m 2s,24.3,57.3,983.4,0.0000
15h 55m 2s,24.1,57.2,983.4,0.0000
16h 0m 2s,24.0,57.6,983.5,0.0000
16h 5m 2s,24.1,58.0,983.6,0.0000
16h 10m 2s,23.9,57.9,983.7,0.0000
16h 15m 2s,23.9,57.9,983.7,0.0000
16h 20m 2s,24.1,57.7,983.7,0.0000
16h 25m 2s,24.3,57.3,983.8,0.0000
16h 30m 2s,24.4,57.2,984.0,0.0000
16h 35m 2s,24.5,57.3,984.1,0.0000
16h 40m 2s,24.5,57.1,984.2,0.0000
16h 45m 2s,24.4,57.4,984.3,0.0000
16h 50m 2s,24.4,57.2,984.2,0.2794
16h 55m 2s,24.4,57.9,984.2,0.0000
17h 0m 2s,24.4,57.7,984.2,0.0000
17h 5m 2s,24.7,58.3,984.2,0.0000
17h 10m 2s,25.1,57.2,984.3,0.0000
17h 15m 2s,25.5,56.5,984.3,0.0000
17h 20m 2s,25.5,55.4,984.4,0.0000
17h 25m 2s,25.3,56.1,984.5,0.0000
17h 30m 2s,24.9,55.8,984.5,0.2794
17h 35m 2s,24.8,56.4,984.5,0.0000
17h 40m 2s,25.0,56.1,984.5,0.0000
17h 45m 2s,25.0,55.5,984.4,0.0000
17h 50m 2s,25.3,54.1,984.4,0.0000
17h 55m 2s,25.5,54.3,984.4,0.0000
18h 0m 2s,26.0,53.4,984.4,0.0000
18h 5m 2s,26.3,51.9,984.3,0.0000
18h 10m 2s,26.8,51.2,984.3,0.0000
18h 15m 2s,27.1,50.1,984.3,0.0000
18h 20m 2s,27.1,49.1,984.3,0.0000
18h 25m 2s,27.4,48.7,984.3,0.0000
18h 30m 2s,27.9,48.2,984.2,0.0000
18h 35m 2s,28.1,46.1,984.2,0.0000
18h 40m 2s,28.2,46.0,984.3,0.0000
18h 45m 2s,28.1,46.1,984.3,0.0000
18h 50m 2s,28.1,45.6,984.4,0.0000
18h 55m 2s,27.7,46.2,984.5,0.0000
19h 0m 2s,27.5,47.4,984.6,0.0000
19h 5m 2s,27.4,46.6,984.5,0.0000
19h 10m 2s,27.5,47.1,984.6,0.0000
19h 15m 2s,27.8,46.8,984.6,0.2794
19h 20m 2s,27.9,46.4,984.8,0.2794
19h 25m 2s,27.5,46.4,984.7,0.0000
19h 30m 2s,27.8,46.6,984.8,0.0000
19h 35m 2s,28.1,46.9,984.7,0.0000
19h 40m 2s,28.3,46.0,984.8,0.0000
19h 45m 2s,28.4,45.6,984.8,0.0000
19h 50m 2s,27.6,46.6,984.9,0.0000
19h 55m 2s,27.2,47.9,984.9,0.0000
20h 0m 2s,27.1,48.5,984.9,0.0000
20h 5m 2s,27.1,48.4,984.9,0.0000
20h 10m 2s,26.9,48.9,984.8,0.0000
20h 15m 2s,26.9,49.9,984.8,0.0000
20h 20m 2s,27.0,49.4,984.8,0.0000
20h 25m 2s,27.0,49.2,984.8,0.0000
20h 30m 2s,27.1,49.4,984.8,0.0000
20h 35m 2s,27.2,48.7,984.8,0.0000
20h 40m 2s,27.2,48.3,984.9,0.0000
20h 45m 2s,27.0,49.2,984.9,0.0000
20h 50m 2s,27.0,48.6,984.9,0.0000
20h 55m 2s,26.9,49.0,984.9,0.0000
21h 0m 2s,26.9,47.8,984.9,0.0000
21h 5m 2s,26.8,48.7,984.8,0.2794
21h 10m 2s,26.7,48.1,984.9,0.0000
21h 15m 2s,26.6,48.7,984.9,0.0000
21h 20m 2s,26.4,48.6,985.0,0.2794
21h 25m 2s,26.2,49.0,985.0,0.0000
21h 30m 2s,26.1,48.2,985.0,0.0000
21h 35m 2s,25.9,48.1,985.1,0.0000
21h 40m 2s,25.7,48.1,985.2,0.0000
21h 45m 2s,25.5,47.9,985.2,0.0000
21h 50m 2s,25.4,48.7,985.2,0.0000
21h 55m 2s,25.3,49.1,985.3,0.0000
22h 0m 2s,25.1,49.7,985.3,0.0000
22h 5m 2s,25.0,49.8,985.4,0.0000
22h 10m 2s,24.8,50.8,985.4,0.0000
22h 15m 2s,24.6,52.0,985.5,0.0000
22h 20m 2s,24.4,53.2,985.5,0.2794
22h 25m 2s,24.3,54.0,985.6,0.8382
22h 30m 2s,24.1,55.0,985.7,0.0000
22h 35m 2s,23.9,56.1,986.0,0.0000
22h 40m 2s,23.6,57.3,986.0,0.0000
22h 45m 2s,23.4,57.9,986.0,0.0000
22h 50m 2s,23.1,59.0,986.1,0.0000
22h 55m 2s,22.9,59.8,986.2,0.2794
23h 0m 2s,22.8,60.4,986.2,0.0000
23h 5m 2s,22.6,61.1,986.3,0.0000
23h 10m 2s,22.4,61.7,986.4,0.0000
23h 15m 2s,22.3,61.9,986.5,0.0000
23h 20m 2s,22.1,62.4,986.5,0.0000
23h 25m 2s,22.0,62.8,986.6,0.0000
23h 30m 2s,22.0,62.9,986.8,0.0000
23h 35m 2s,21.9,63.2,986.8,0.0000
23h 40m 2s,21.9,63.4,986.9,0.0000
23h 45m 2s,21.9,63.7,986.9,0.0000
23h 50m 2s,21.9,63.9,987.0,0.0000
23h 55m 2s,22.0,64.0,987.2,0.0000
24h 0m 3s,22.0,64.1,987.1,0.0000
24h 5m 3s,22.1,64.0,987.2,0.0000
24h 10m 3s,22.1,64.0,987.2,0.2794
24h 15m 3s,22.2,64.0,987.3,0.0000
24h 20m 3s,22.3,63.8,987.3,0.0000
24h 25m 3s,22.3,63.5,987.2,0.0000
24h 30m 3s,22.3,63.2,987.2,0.0000
24h 35m 3s,22.4,62.9,987.4,0.0000
24h 40m 3s,22.4,62.9,987.4,0.0000
24h 45m 3s,22.5,62.8,987.4,0.0000
24h 50m 3s,22.5,62.4,987.5,0.0000
24h 55m 3s,22.6,61.9,987.5,0.0000
25h 0m 3s,22.7,61.5,987.4,0.0000
25h 5m 3s,22.8,61.1,987.5,0.2794
25h 10m 3s,22.8,60.6,987.5,0.0000
25h 15m 3s,22.8,60.4,987.5,0.0000
25h 20m 3s,22.8,60.3,987.5,0.0000
25h 25m 3s,22.7,60.3,987.6,0.0000
25h 30m 3s,22.6,60.4,987.7,0.0000
25h 35m 3s,22.5,60.6,987.6,0.0000
25h 40m 3s,22.4,60.7,987.6,0.0000
25h 45m 3s,22.2,61.1,987.6,0.0000
25h 50m 3s,22.1,61.3,987.6,0.0000
25h 55m 3s,22.1,61.4,987.5,0.0000
26h 0m 3s,22.0,61.6,987.4,0.0000
26h 5m 3s,21.9,61.6,987.5,0.0000
26h 10m 3s,21.8,61.7,987.4,0.0000
26h 15m 3s,21.7,61.3,987.5,0.2794
26h 20m 3s,21.6,61.1,987.6,0.2794
26h 25m 3s,21.5,60.8,987.5,0.0000
26h 30m 3s,21.4,60.6,987.6,0.0000
26h 35m 3s,21.3,60.2,987.5,0.0000
26h 40m 3s,21.3,59.8,987.5,0.0000
26h 45m 3s,21.3,59.6,987.4,0.0000
26h 50m 3s,21.2,59.3,987.4,0.0000
26h 55m 3s,21.1,59.4,987.4,0.0000
27h 0m 3s,21.0,59.6,987.4,0.0000
27h 5m 3s,20.9,59.7,987.4,0.0000
27h 10m 3s,20.8,60.0,987.5,0.0000
27h 15m 3s,20.6,60.2,987.5,0.0000
27h 20m 3s,20.5,60.5,987.6,0.0000
27h 25m 3s,20.4,60.7,987.5,0.0000
27h 30m 3s,20.2,61.2,987.6,0.0000
27h 35m 3s,20.1,61.2,987.6,0.0000
27h 40m 3s,20.0,61.4,987.6,0.0000
27h 45m 3s,19.9,61.6,987.6,0.0000
27h 50m 3s,19.8,61.8,987.7,0.0000
27h 55m 3s,19.7,62.0,987.8,0.0000
28h 0m 3s,19.6,62.1,987.8,0.0000
28h 5m 3s,19.5,61.9,987.9,0.0000
28h 10m 3s,19.5,62.0,987.9,0.0000
28h 15m 3s,19.4,62.0,987.9,0.0000
28h 20m 3s,19.4,62.0,987.9,0.0000
28h 25m 3s,19.3,62.1,988.0,0.0000
28h 30m 3s,19.3,62.0,988.0,0.0000
28h 35m 3s,19.2,62.1,988.0,0.0000
28h 40m 3s,19.1,62.2,988.0,0.0000
28h 45m 3s,19.1,62.2,988.0,0.0000
28h 50m 3s,19.0,62.3,988.0,0.0000
28h 55m 3s,19.0,62.3,987.9,0.0000
29h 0m 3s,18.9,62.2,987.9,0.0000
29h 5m 3s,18.9,62.2,987.9,0.0000
29h 10m 3s,18.8,62.2,987.9,0.0000
29h 15m 3s,18.7,62.3,987.9,0.0000
29h 20m 3s,18.7,62.3,988.0,0.0000
29h 25m 3s,18.6,62.3,988.0,0.0000
29h 30m 3s,18.6,62.2,988.1,0.0000
29h 35m 3s,18.6,62.2,988.0,0.0000
29h 40m 3s,18.5,62.2,988.1,0.0000
29h 45m 3s,18.5,62.2,988.2,0.0000
29h 50m 3s,18.5,62.3,988.2,0.0000
29h 55m 3s,18.4,62.2,988.2,0.0000
30h 0m 3s,18.4,62.2,988.2,0.0000
30h 5m 3s,18.4,62.1,988.2,0.0000
30h 10m 3s,18.3,62.0,988.2,0.0000
30h 15m 3s,18.2,62.0,988.2,0.0000
30h 20m 3s,18.2,62.1,988.2,0.0000
30h 25m 3s,18.1,62.2,988.5,0.0000
30h 30m 3s,18.1,62.2,988.5,0.0000
30h 35m 3s,18.1,62.1,988.4,0.0000
30h 40m 3s,18.1,61.9,988.5,0.0000
30h 45m 3s,18.1,61.8,988.5,0.0000
30h 50m 3s,18.1,61.8,988.5,0.0000
30h 55m 3s,18.0,62.0,988.6,0.0000
31h 0m 3s,18.0,62.1,988.6,0.0000
31h 5m 3s,17.9,62.1,988.6,0.0000
31h 10m 3s,17.8,62.2,988.7,0.0000
31h 15m 3s,17.7,62.4,988.8,0.0000
31h 20m 3s,17.7,62.5,988.9,0.0000
31h 25m 3s,17.6,62.5,988.9,0.0000
31h 30m 3s,17.6,62.5,989.0,0.0000
31h 35m 3s,17.5,62.7,989.1,0.0000
31h 40m 3s,17.5,62.7,989.2,0.0000
31h 45m 3s,17.5,62.8,989.2,0.0000
31h 50m 3s,17.5,62.8,989.2,0.0000
31h 55m 3s,17.6,62.7,989.2,0.0000
32h 0m 3s,17.8,62.3,989.3,0.5588
32h 5m 3s,17.8,62.4,989.3,0.0000
32h 10m 3s,18.0,62.1,989.4,0.0000
32h 15m 4s,19.5,59.5,989.4,0.0000
32h 20m 4s,20.2,59.2,989.4,0.0000
32h 25m 4s,21.7,55.5,989.5,0.0000
32h 30m 4s,22.2,53.7,989.5,0.0000
32h 35m 4s,22.0,52.1,989.5,0.0000
32h 40m 4s,21.9,51.2,989.6,0.2794
32h 45m 4s,22.6,49.8,989.5,0.0000
32h 50m 4s,24.1,46.2,989.6,0.0000
32h 55m 4s,25.7,44.2,989.6,0.0000
33h 0m 4s,27.3,40.9,989.6,0.2794
33h 5m 4s,28.3,36.8,989.6,0.0000
33h 10m 4s,29.6,34.5,989.7,0.0000
33h 15m 4s,30.7,31.9,989.7,0.2794
33h 20m 4s,31.7,30.4,989.8,0.2794
33h 25m 4s,32.2,28.6,989.8,0.0000
33h 30m 4s,33.1,28.1,989.8,0.0000
33h 35m 4s,34.0,26.7,989.8,0.0000
33h 40m 4s,34.3,25.5,989.9,0.0000
33h 45m 4s,34.4,24.7,989.9,0.0000
33h 50m 4s,34.7,24.7,989.9,0.0000
33h 55m 4s,35.5,23.9,989.9,0.2794
34h 0m 4s,35.3,23.1,990.0,0.0000
34h 5m 4s,35.3,23.4,989.9,0.0000
34h 10m 4s,35.7,23.8,989.9,0.0000
34h 15m 4s,35.8,22.7,989.9,0.0000
34h 20m 4s,36.1,22.7,989.9,0.0000
34h 25m 4s,36.4,22.7,990.0,0.0000
34h 30m 4s,36.6,22.6,990.0,0.0000
34h 35m 4s,37.2,22.5,990.0,0.0000
34h 40m 4s,37.2,21.6,990.0,0.0000
34h 45m 4s,37.2,22.7,990.1,0.0000
34h 50m 4s,37.8,22.2,990.2,0.0000
34h 55m 4s,37.8,21.6,990.3,0.0000
35h 0m 4s,38.1,21.6,990.3,0.0000
35h 5m 4s,38.0,21.1,990.3,0.0000
35h 10m 4s,37.9,21.5,990.3,0.0000
35h 15m 4s,38.2,21.5,990.3,0.2794
35h 20m 4s,38.7,21.3,990.4,0.0000
35h 25m 4s,39.3,20.5,990.4,0.0000
35h 30m 4s,39.5,20.6,990.4,0.0000
35h 35m 4s,40.2,20.3,990.4,0.0000
35h 40m 4s,40.9,18.7,990.4,0.0000
35h 45m 4s,40.9,18.8,990.4,0.0000
35h 50m 4s,41.3,18.9,990.3,0.0000
35h 55m 4s,41.9,18.9,990.3,0.2794
36h 0m 4s,42.4,17.8,990.3,0.0000
36h 5m 4s,43.1,17.3,990.4,0.0000
36h 10m 4s,43.0,16.6,990.3,0.0000
36h 15m 4s,42.7,17.8,990.2,0.0000
36h 20m 4s,42.1,17.4,990.2,0.0000
36h 25m 4s,42.0,17.9,990.2,0.0000
36h 30m 4s,42.9,17.9,990.2,0.0000
36h 35m 4s,43.3,17.0,990.2,0.5588
36h 40m 4s,42.9,16.0,990.2,0.0000
36h 45m 4s,43.2,16.3,990.1,0.0000
36h 50m 4s,43.2,15.8,990.1,0.0000
36h 55m 4s,43.5,16.1,990.1,0.0000
37h 0m 4s,43.7,15.5,990.0,0.5588
37h 5m 4s,43.6,16.3,990.1,0.0000
37h 10m 4s,44.4,15.0,990.1,0.0000
37h 15m 4s,45.5,14.3,990.1,0.0000
37h 20m 4s,44.9,14.6,990.1,0.0000
37h 25m 4s,44.1,14.8,990.2,0.0000
37h 30m 4s,44.3,14.1,990.2,0.0000
37h 35m 4s,43.9,14.3,990.2,0.2794
37h 40m 4s,44.2,14.4,990.2,0.0000
37h 45m 4s,44.4,13.8,990.2,0.0000
37h 50m 4s,44.0,13.4,990.3,0.0000
37h 55m 4s,43.9,13.7,990.3,0.0000
38h 0m 4s,43.7,14.6,990.2,0.0000
38h 5m 4s,44.4,13.9,990.2,0.0000
38h 10m 4s,44.8,12.7,989.9,0.0000
38h 15m 4s,44.4,13.4,990.0,0.2794
38h 20m 4s,44.2,13.2,990.1,0.0000
38h 25m 4s,44.5,14.8,990.1,0.0000
38h 30m 4s,44.3,13.2,990.2,0.0000
38h 35m 4s,43.9,13.9,990.3,0.0000
38h 40m 4s,43.8,14.6,990.1,0.0000
38h 45m 4s,43.8,14.7,990.2,0.2794
38h 50m 4s,44.0,14.0,990.1,0.0000
38h 55m 4s,43.9,15.3,990.2,0.0000
39h 0m 4s,43.6,14.8,990.2,0.0000
39h 5m 4s,43.9,14.6,990.1,0.0000
39h 10m 4s,44.0,15.6,990.1,0.0000
39h 15m 4s,43.5,14.7,990.2,0.0000
39h 20m 4s,42.6,15.5,990.1,0.0000
39h 25m 4s,41.9,15.9,990.0,0.0000
39h 30m 4s,40.9,17.2,990.1,0.0000
39h 35m 4s,39.7,17.5,990.1,0.2794
39h 40m 4s,39.0,18.2,990.1,0.0000
39h 45m 4s,38.1,18.6,990.1,0.0000
39h 50m 4s,37.7,20.5,990.1,0.0000
39h 55m 4s,37.3,19.9,990.2,0.0000
40h 0m 4s,36.6,20.0,990.0,0.0000
40h 5m 4s,36.0,21.8,989.9,0.0000
40h 10m 5s,35.4,19.3,989.8,0.0000
40h 15m 5s,34.9,19.3,989.7,0.0000
40h 20m 5s,34.9,21.7,989.7,0.0000
40h 25m 5s,34.4,21.6,989.6,0.2794
40h 30m 5s,34.0,21.8,989.7,0.0000
40h 35m 5s,34.0,23.1,989.7,0.0000
40h 40m 5s,33.7,22.6,989.7,0.0000
40h 45m 5s,33.0,23.5,989.8,0.0000
40h 50m 5s,32.7,22.0,989.9,0.2794
40h 55m 5s,32.6,22.0,990.0,0.0000
41h 0m 5s,32.2,20.8,989.9,0.0000
41h 5m 5s,32.0,21.3,989.9,0.2794
41h 10m 5s,32.1,22.8,989.9,0.2794
41h 15m 5s,32.1,25.8,989.9,0.2794
41h 20m 5s,32.1,23.4,989.8,0.0000
41h 25m 5s,32.0,23.3,989.8,0.5588
41h 30m 5s,31.7,23.9,989.8,0.0000
41h 35m 5s,31.6,23.4,989.8,0.0000
41h 40m 5s,31.5,25.9,989.7,0.0000
41h 45m 5s,31.4,24.2,989.6,0.0000
41h 50m 5s,31.3,25.8,989.5,0.0000
41h 55m 5s,31.1,26.7,989.4,0.0000
42h 0m 5s,31.0,27.7,989.4,0.0000
42h 5m 5s,30.6,28.4,989.4,0.0000
42h 10m 5s,30.6,28.6,989.4,0.0000
42h 15m 5s,30.7,28.6,989.3,0.2794
42h 20m 5s,30.6,29.7,989.3,0.0000
42h 25m 5s,30.4,28.1,989.3,0.0000
42h 30m 5s,30.4,26.8,989.3,0.0000
42h 35m 5s,30.3,27.7,989.2,0.0000
42h 40m 5s,30.3,28.0,989.1,0.0000
42h 45m 5s,30.0,29.5,989.0,0.0000
42h 50m 5s,30.1,29.3,989.1,0.0000
42h 55m 5s,30.2,28.5,988.9,0.0000
43h 0m 5s,30.1,28.7,989.0,0.0000
43h 5m 5s,30.1,28.2,989.1,0.0000
43h 10m 5s,30.0,28.5,989.1,0.0000
43h 15m 5s,29.7,28.8,989.1,0.0000
43h 20m 5s,29.6,29.1,989.0,0.0000
43h 25m 5s,29.6,28.9,989.1,0.0000
43h 30m 5s,29.5,29.3,989.0,0.0000
43h 35m 5s,29.3,29.1,989.0,0.0000
43h 40m 5s,29.2,28.3,989.0,0.2794
43h 45m 5s,29.2,28.0,989.0,0.0000
43h 50m 5s,29.3,28.3,989.0,0.0000
43h 55m 5s,29.3,29.2,989.0,0.0000
44h 0m 5s,29.1,28.6,989.0,0.0000
44h 5m 5s,28.8,28.1,989.1,0.2794
44h 10m 5s,28.8,27.9,989.0,0.0000
44h 15m 5s,28.9,27.9,989.0,0.0000
44h 20m 5s,28.8,27.9,989.0,0.0000
44h 25m 5s,28.7,28.2,989.0,0.0000
44h 30m 5s,28.6,28.9,989.1,0.0000
44h 35m 5s,28.5,29.1,989.1,0.0000
